login_id,customer_id,login_ts,channel,ip_country,is_success,is_unusual_device,is_unusual_location,is_flagged_suspicious
L500989,C100243,2025-12-10 08:40:16,web,MX,True,False,False,False
L500990,C100243,2025-11-29 07:40:55,mobile,MX,True,False,False,False
L500991,C100244,2025-11-02 09:27:46,web,FR,True,False,False,False
L500992,C100244,2025-12-01 15:37:19,web,FR,True,False,False,False
L500993,C100244,2025-10-18 06:03:38,web,FR,True,False,False,False
L500994,C100244,2025-11-23 16:28:58,mobile,FR,True,False,False,False
L500995,C100244,2025-10-19 08:54:37,mobile,FR,True,False,False,False
L500996,C100244,2025-11-11 12:57:00,web,FR,True,False,False,False
L500997,C100245,2025-11-15 10:06:10,web,CA,True,False,False,False
L500998,C100245,2025-11-02 19:28:14,web,CA,True,False,False,False
L500999,C100246,2025-11-09 16:03:21,mobile,IN,True,False,False,False
L501000,C100246,2025-10-27 06:22:42,mobile,IN,True,False,False,False
L501001,C100247,2025-11-01 13:44:22,web,UK,True,False,False,False
L501002,C100247,2025-10-30 13:14:08,web,UK,True,False,False,False
L501003,C100247,2025-10-30 17:02:15,mobile,UK,True,False,False,False
L501004,C100247,2025-11-01 17:50:07,mobile,UK,True,False,False,False
L501005,C100247,2025-11-12 07:53:11,mobile,UK,True,False,False,False
L501006,C100248,2025-10-29 15:56:39,mobile,US,True,False,False,False
L501007,C100248,2025-12-12 13:36:47,web,US,True,False,False,False
L501008,C100248,2025-11-20 17:30:20,api,US,True,False,False,False
L501009,C100248,2025-12-03 06:56:35,web,US,True,False,False,False
L501010,C100248,2025-11-04 14:45:11,mobile,US,True,False,False,False
L501011,C100248,2025-11-10 11:38:18,mobile,US,True,False,False,False
L501012,C100249,2025-10-15 21:10:25,web,ES,True,False,False,False
L501013,C100249,2025-11-23 12:43:28,mobile,ES,True,False,False,False
L501014,C100249,2025-12-10 06:34:47,web,ES,True,False,False,False
L501015,C100250,2025-11-04 12:56:58,mobile,US,True,False,False,False
L501016,C100250,2025-11-17 20:31:14,mobile,US,True,False,False,False
L501017,C100250,2025-10-25 19:54:20,mobile,US,True,False,False,False
L501018,C100251,2025-11-21 12:38:32,api,IN,True,False,False,False
L501019,C100251,2025-11-06 14:29:45,web,IN,True,False,False,False
L501020,C100251,2025-12-02 12:48:18,mobile,IN,True,False,False,False
L501021,C100251,2025-10-31 16:45:20,web,IN,True,False,False,False
L501022,C100251,2025-11-26 19:58:17,web,IN,True,False,False,False
L501023,C100251,2025-10-23 13:02:51,web,IN,True,False,False,False
L501024,C100252,2025-12-09 19:44:57,mobile,CA,True,False,False,False
L501025,C100252,2025-11-03 09:16:36,web,CA,True,False,False,False
L501026,C100253,2025-12-14 21:46:54,web,IN,True,False,False,False
L501027,C100253,2025-10-26 11:30:53,mobile,IN,True,False,False,False
L501028,C100253,2025-11-05 17:15:17,mobile,IN,True,False,False,False
L501029,C100254,2025-11-09 19:25:04,web,IN,True,False,False,False
L501030,C100254,2025-10-30 14:04:19,mobile,IN,True,False,False,False
L501031,C100254,2025-11-07 06:07:46,web,IN,True,False,False,False
L501032,C100254,2025-11-12 15:54:52,web,IN,True,False,False,False
L501033,C100254,2025-10-21 21:07:14,web,IN,True,False,False,False
L501034,C100255,2025-11-08 20:00:06,web,US,True,False,False,False
L501035,C100255,2025-11-23 20:16:56,mobile,US,True,False,False,False
L501036,C100255,2025-10-24 17:06:36,api,US,True,False,False,False
L501037,C100255,2025-11-13 12:02:01,mobile,US,True,False,False,False
L501038,C100255,2025-10-26 08:21:41,mobile,US,True,False,False,False
L501039,C100256,2025-11-08 08:56:25,web,CA,True,False,False,False
L501040,C100256,2025-10-20 19:04:26,web,CA,True,False,False,False
L501041,C100256,2025-11-19 15:19:16,mobile,CA,True,False,False,False
L501042,C100256,2025-12-15 12:47:29,web,CA,True,False,False,False
L501043,C100257,2025-11-04 17:32:38,web,US,True,False,False,False
L501044,C100257,2025-11-11 10:01:17,web,US,True,False,False,False
L501045,C100257,2025-11-04 16:24:12,mobile,US,True,False,False,False
L501046,C100258,2025-11-28 15:24:53,mobile,US,True,False,False,False
L501047,C100258,2025-10-23 12:38:04,mobile,US,True,False,False,False
L501048,C100258,2025-12-02 15:24:49,web,US,True,False,False,False
L501049,C100258,2025-11-22 13:58:01,mobile,US,True,False,False,False
L501050,C100259,2025-12-03 10:14:50,web,US,True,False,False,False
L501051,C100259,2025-11-24 13:39:47,mobile,US,True,False,False,False
L501052,C100259,2025-10-23 21:20:08,web,US,True,False,False,False
L501053,C100259,2025-10-30 13:27:36,mobile,US,True,False,False,False
L501054,C100260,2025-10-17 15:19:50,mobile,US,True,False,False,False
L501055,C100260,2025-11-19 15:24:02,mobile,US,True,False,False,False
L501056,C100260,2025-10-16 13:41:21,web,US,True,False,False,False
L501057,C100260,2025-12-08 14:03:21,mobile,US,True,False,False,False
L501058,C100261,2025-10-26 15:01:28,web,US,True,False,False,False
L501059,C100261,2025-10-26 06:21:01,web,US,True,False,False,False
L501060,C100261,2025-11-04 10:56:50,mobile,US,True,False,False,False
L501061,C100261,2025-10-15 09:43:09,mobile,US,True,False,False,False
L501062,C100262,2025-12-10 18:35:02,mobile,DE,True,False,False,False
L501063,C100262,2025-11-17 20:12:39,web,DE,True,False,False,False
L501064,C100262,2025-11-17 06:38:43,web,DE,True,False,False,False
L501065,C100262,2025-12-15 22:09:37,mobile,DE,True,False,False,False
L501066,C100262,2025-11-14 18:01:31,mobile,DE,True,False,False,False
L501067,C100262,2025-10-21 21:16:55,mobile,DE,True,False,False,False
L501068,C100263,2025-10-30 13:36:03,web,US,True,False,False,False
L501069,C100263,2025-11-29 12:11:49,mobile,US,True,False,False,False
L501070,C100264,2025-11-04 16:47:40,mobile,BR,True,False,False,False
L501071,C100264,2025-11-21 18:53:37,mobile,BR,True,False,False,False
L501072,C100264,2025-11-22 09:21:11,mobile,BR,True,False,False,False
L501073,C100264,2025-12-13 18:35:12,web,BR,True,False,False,False
L501074,C100264,2025-12-15 17:56:15,mobile,BR,True,False,False,False
L501075,C100265,2025-10-19 18:17:18,mobile,UK,True,False,False,False
L501076,C100265,2025-11-24 16:57:49,mobile,UK,True,False,False,False
L501077,C100265,2025-11-06 14:43:52,mobile,UK,True,False,False,False
L501078,C100265,2025-11-08 06:48:43,api,UK,True,False,False,False
L501079,C100265,2025-10-28 17:05:00,web,UK,True,False,False,False
L501080,C100265,2025-12-08 14:23:44,mobile,UK,True,False,False,False
L501081,C100266,2025-10-17 08:39:15,mobile,ES,True,False,False,False
L501082,C100266,2025-12-09 18:59:21,web,ES,True,False,False,False
L501083,C100267,2025-10-24 13:26:20,web,US,True,False,False,False
L501084,C100267,2025-11-29 10:09:27,web,US,True,False,False,False
L501085,C100267,2025-11-10 07:18:22,mobile,US,True,False,False,False
L501086,C100268,2025-10-15 18:19:18,web,FR,True,False,False,False
L501087,C100268,2025-11-02 21:52:44,mobile,FR,True,False,False,False
L501088,C100268,2025-12-10 07:10:38,web,FR,True,False,False,False
L501089,C100268,2025-11-21 12:57:42,web,FR,True,False,False,False
L501090,C100268,2025-10-30 14:10:38,mobile,FR,True,False,False,False
L501091,C100268,2025-11-29 16:07:55,mobile,FR,True,False,False,False
L501092,C100269,2025-12-09 08:18:54,web,MX,True,False,False,False
L501093,C100269,2025-11-01 21:05:56,web,MX,True,False,False,False
L501094,C100269,2025-12-12 13:41:40,mobile,MX,True,False,False,False
L501095,C100269,2025-11-19 09:05:58,web,MX,True,False,False,False
L501096,C100269,2025-10-17 06:40:43,web,MX,True,False,False,False
L501097,C100270,2025-10-25 17:57:33,web,US,True,False,False,False
L501098,C100270,2025-10-22 07:47:27,mobile,US,True,False,False,False
L501099,C100270,2025-11-28 13:01:00,mobile,US,True,False,False,False
L501100,C100270,2025-10-20 07:52:02,web,US,True,False,False,False
L501101,C100270,2025-12-09 15:13:44,web,US,True,False,False,False
L501102,C100271,2025-10-28 17:44:47,api,US,True,False,False,False
L501103,C100271,2025-11-21 21:27:24,mobile,US,True,False,False,False
L501104,C100271,2025-10-30 09:30:03,mobile,US,True,False,False,False
L501105,C100271,2025-10-18 16:27:16,mobile,US,True,False,False,False
L501106,C100271,2025-12-12 07:58:09,web,US,True,False,False,False
L501107,C100271,2025-10-20 14:47:33,web,US,True,False,False,False
L501108,C100272,2025-11-06 08:18:50,web,US,True,False,False,False
L501109,C100272,2025-10-31 11:50:20,web,US,True,False,False,False
L501110,C100272,2025-10-21 18:06:25,mobile,US,True,False,False,False
L501111,C100272,2025-11-08 19:26:32,web,US,True,False,False,False
L501112,C100272,2025-11-07 11:19:16,web,US,True,False,False,False
L501113,C100272,2025-10-15 14:32:39,web,US,True,False,False,False
L501114,C100273,2025-11-13 09:01:30,web,US,True,False,False,False
L501115,C100273,2025-11-15 17:16:49,web,US,True,False,False,False
L501116,C100273,2025-10-22 15:53:03,web,US,True,False,False,False
L501117,C100273,2025-12-15 18:18:11,web,US,True,False,False,False
L501118,C100274,2025-10-15 06:29:40,web,UK,True,False,False,False
L501119,C100274,2025-11-23 10:19:10,web,UK,True,False,False,False
L501120,C100275,2025-10-21 08:49:47,web,IN,True,False,False,False
L501121,C100275,2025-11-01 17:50:14,web,IN,True,False,False,False
L501122,C100275,2025-11-15 10:16:27,mobile,IN,True,False,False,False
L501123,C100275,2025-11-14 14:56:50,mobile,IN,True,False,False,False
L501124,C100275,2025-11-28 20:20:52,mobile,IN,True,False,False,False
L501125,C100275,2025-11-19 22:01:28,mobile,IN,True,False,False,False
L501126,C100276,2025-11-23 17:05:52,api,US,True,False,False,False
L501127,C100276,2025-12-13 09:08:37,mobile,US,True,False,False,False
L501128,C100277,2025-12-11 06:52:48,mobile,IN,True,False,False,False
L501129,C100277,2025-10-28 20:13:59,web,IN,True,False,False,False
L501130,C100277,2025-10-19 18:31:00,web,IN,True,False,False,False
L501131,C100277,2025-11-03 16:54:27,mobile,IN,True,False,False,False
L501132,C100278,2025-12-12 10:30:19,mobile,US,True,False,False,False
L501133,C100278,2025-10-23 16:43:19,web,US,True,False,False,False
L501134,C100278,2025-12-05 20:52:36,web,US,True,False,False,False
L501135,C100279,2025-11-23 18:24:13,mobile,US,True,False,False,False
L501136,C100279,2025-12-12 18:28:50,mobile,US,True,False,False,False
L501137,C100279,2025-11-21 11:33:09,mobile,US,True,False,False,False
L501138,C100279,2025-11-14 14:33:33,mobile,US,True,False,False,False
L501139,C100279,2025-11-25 06:14:55,mobile,US,True,False,False,False
L501140,C100279,2025-11-18 16:03:19,web,US,True,False,False,False
L501141,C100280,2025-11-13 17:07:57,web,US,True,False,False,False
L501142,C100280,2025-10-26 22:21:01,web,US,True,False,False,False
L501143,C100280,2025-10-15 17:16:17,mobile,US,True,False,False,False
L501144,C100281,2025-11-25 08:57:53,web,US,True,False,False,False
L501145,C100281,2025-11-05 20:28:16,mobile,US,True,False,False,False
L501146,C100281,2025-11-01 22:44:16,mobile,US,True,False,False,False
L501147,C100282,2025-11-17 07:31:50,mobile,US,True,False,False,False
L501148,C100282,2025-11-08 19:35:19,mobile,US,True,False,False,False
L501149,C100282,2025-12-07 15:01:20,web,US,True,False,False,False
L501150,C100282,2025-10-20 11:38:27,web,US,True,False,False,False
L501151,C100282,2025-11-10 19:09:19,web,US,True,False,False,False
L501152,C100282,2025-12-09 11:09:26,mobile,US,True,False,False,False
L501153,C100283,2025-11-15 15:40:35,web,US,True,False,False,False
L501154,C100283,2025-11-22 07:47:46,web,US,True,False,False,False
L501155,C100283,2025-10-28 10:22:15,mobile,US,True,False,False,False
L501156,C100283,2025-12-06 18:09:55,mobile,US,True,False,False,False
L501157,C100283,2025-10-20 21:59:53,web,US,True,False,False,False
L501158,C100284,2025-11-18 22:57:29,web,IN,True,False,False,False
L501159,C100284,2025-11-12 10:58:41,mobile,IN,True,False,False,False
L501160,C100284,2025-10-16 18:09:23,mobile,IN,True,False,False,False
L501161,C100284,2025-12-03 12:32:06,mobile,IN,True,False,False,False
L501162,C100284,2025-11-20 18:15:03,mobile,IN,True,False,False,False
L501163,C100285,2025-11-17 17:49:11,web,AU,True,False,False,False
L501164,C100285,2025-10-29 21:19:13,mobile,AU,True,False,False,False
L501165,C100286,2025-11-29 13:09:05,mobile,US,True,False,False,False
L501166,C100286,2025-11-26 08:49:52,web,US,True,False,False,False
L501167,C100286,2025-11-25 16:11:42,web,US,True,False,False,False
L501168,C100286,2025-10-15 08:10:25,web,US,True,False,False,False
L501169,C100286,2025-11-15 19:18:36,mobile,US,True,False,False,False
L501170,C100287,2025-12-02 16:32:20,web,IN,True,False,False,False
L501171,C100287,2025-11-25 19:45:52,web,IN,True,False,False,False
L501172,C100287,2025-10-28 10:59:17,mobile,IN,True,False,False,False
L501173,C100287,2025-10-16 08:19:44,web,IN,True,False,False,False
L501174,C100288,2025-11-05 13:59:00,web,IN,True,False,False,False
L501175,C100288,2025-12-06 20:01:48,web,IN,True,False,False,False
L501176,C100288,2025-11-15 07:21:05,web,IN,True,False,False,False
L501177,C100288,2025-11-15 08:08:31,web,IN,True,False,False,False
L501178,C100288,2025-11-30 22:38:12,web,IN,True,False,False,False
L501179,C100288,2025-10-27 12:08:09,mobile,IN,True,False,False,False
L501180,C100289,2025-12-01 21:37:22,api,US,True,False,False,False
L501181,C100289,2025-12-12 09:16:39,web,US,True,False,False,False
L501182,C100289,2025-11-19 21:17:21,web,US,True,False,False,False
L501183,C100289,2025-12-14 17:40:12,mobile,US,True,False,False,False
L501184,C100289,2025-11-28 21:46:00,web,US,True,False,False,False
L501185,C100290,2025-10-22 22:36:07,mobile,DE,True,False,False,False
L501186,C100290,2025-10-23 09:28:53,web,DE,True,False,False,False
L501187,C100290,2025-11-10 12:49:13,mobile,DE,True,False,False,False
L501188,C100290,2025-10-28 17:12:53,mobile,DE,True,False,False,False
L501189,C100290,2025-11-22 18:29:04,web,DE,True,False,False,False
L501190,C100291,2025-11-26 20:26:39,web,DE,True,False,False,False
L501191,C100291,2025-11-29 16:47:35,mobile,DE,True,False,False,False
L501192,C100291,2025-10-24 09:01:38,mobile,DE,True,False,False,False
L501193,C100292,2025-11-13 20:12:22,web,MX,True,False,False,False
L501194,C100292,2025-11-21 16:12:40,web,MX,True,False,False,False
L501195,C100292,2025-10-22 13:35:51,web,MX,True,False,False,False
L501196,C100292,2025-11-02 12:40:19,web,MX,True,False,False,False
L501197,C100292,2025-10-22 20:25:26,web,MX,True,False,False,False
L501198,C100293,2025-10-15 06:08:05,web,US,True,False,False,False
L501199,C100293,2025-11-18 22:38:46,mobile,US,True,False,False,False
L501200,C100293,2025-10-28 13:42:05,mobile,US,True,False,False,False
L501201,C100293,2025-11-11 10:40:47,mobile,US,True,False,False,False
L501202,C100293,2025-11-26 12:22:48,api,US,True,False,False,False
L501203,C100293,2025-12-11 08:10:03,web,US,True,False,False,False
L501204,C100294,2025-11-17 22:20:47,mobile,AU,True,False,False,False
L501205,C100294,2025-11-09 21:37:57,mobile,AU,True,False,False,False
L501206,C100294,2025-11-01 13:55:53,web,AU,True,False,False,False
L501207,C100294,2025-11-11 21:05:38,mobile,AU,True,False,False,False
L501208,C100294,2025-11-07 07:18:09,web,AU,True,False,False,False
L501209,C100294,2025-11-04 15:41:47,web,AU,True,False,False,False
L501210,C100295,2025-11-08 21:37:33,web,US,True,False,False,False
L501211,C100295,2025-11-28 19:29:29,web,US,True,False,False,False
L501212,C100296,2025-10-29 13:37:45,mobile,US,True,False,False,False
L501213,C100296,2025-11-09 14:36:52,web,US,True,False,False,False
L501214,C100296,2025-11-09 14:39:07,web,US,True,False,False,False
L501215,C100297,2025-11-24 06:53:05,mobile,US,True,False,False,False
L501216,C100297,2025-10-20 09:02:23,mobile,US,True,False,False,False
L501217,C100298,2025-11-13 22:23:17,mobile,US,True,False,False,False
L501218,C100298,2025-12-04 13:18:37,mobile,US,True,False,False,False
L501219,C100299,2025-11-27 12:06:28,web,AU,True,False,False,False
L501220,C100299,2025-11-16 09:49:57,web,AU,True,False,False,False
L501221,C100299,2025-12-05 10:37:45,api,AU,True,False,False,False
L501222,C100300,2025-11-08 16:06:32,web,UK,True,False,False,False
L501223,C100300,2025-12-09 12:24:40,mobile,UK,True,False,False,False
L501224,C100301,2025-10-17 17:56:56,mobile,US,True,False,False,False
L501225,C100301,2025-12-04 13:51:19,web,US,True,False,False,False
L501226,C100301,2025-12-11 19:16:27,web,US,True,False,False,False
L501227,C100302,2025-10-20 13:16:54,mobile,IN,True,False,False,False
L501228,C100302,2025-12-05 12:59:26,mobile,IN,True,False,False,False
L501229,C100303,2025-10-15 13:44:34,web,UK,True,False,False,False
L501230,C100303,2025-10-24 06:54:14,web,UK,True,False,False,False
L501231,C100304,2025-12-11 22:09:05,mobile,FR,True,False,False,False
L501232,C100304,2025-11-03 16:11:20,web,FR,True,False,False,False
L501233,C100304,2025-12-07 08:12:35,mobile,FR,True,False,False,False
L501234,C100304,2025-11-19 12:34:36,mobile,FR,True,False,False,False
L501235,C100305,2025-11-03 11:19:09,mobile,US,True,False,False,False
L501236,C100305,2025-12-06 18:32:04,web,US,True,False,False,False
L501237,C100305,2025-11-12 18:55:12,web,US,True,False,False,False
L501238,C100305,2025-12-10 13:31:45,mobile,US,True,False,False,False
L501239,C100305,2025-11-08 18:47:17,web,US,True,False,False,False
L501240,C100306,2025-11-13 14:30:04,web,MX,True,False,False,False
L501241,C100306,2025-11-28 19:50:53,web,MX,True,False,False,False
L501242,C100307,2025-10-17 15:54:41,web,UK,True,False,False,False
L501243,C100307,2025-12-09 22:02:57,web,UK,True,False,False,False
L501244,C100307,2025-10-23 21:36:23,mobile,UK,True,False,False,False
L501245,C100307,2025-11-21 16:11:10,mobile,UK,True,False,False,False
L501246,C100307,2025-11-29 12:43:20,web,UK,True,False,False,False
L501247,C100308,2025-11-06 19:13:45,mobile,DE,True,False,False,False
L501248,C100308,2025-11-10 16:59:33,mobile,DE,True,False,False,False
L501249,C100308,2025-12-15 11:52:26,web,DE,True,False,False,False
L501250,C100308,2025-11-10 07:11:55,web,DE,True,False,False,False
L501251,C100308,2025-11-06 14:17:08,web,DE,True,False,False,False
L501252,C100308,2025-11-25 14:25:33,mobile,DE,True,False,False,False
L501253,C100309,2025-11-23 10:45:19,mobile,US,True,False,False,False
L501254,C100309,2025-11-19 17:35:20,mobile,US,True,False,False,False
L501255,C100309,2025-10-19 17:36:45,web,US,True,False,False,False
L501256,C100309,2025-10-28 11:21:39,web,US,True,False,False,False
L501257,C100310,2025-11-28 22:13:50,mobile,IN,True,False,False,False
L501258,C100310,2025-10-21 21:25:52,web,IN,True,False,False,False
L501259,C100310,2025-12-04 20:42:46,web,IN,True,False,False,False
L501260,C100310,2025-10-26 15:11:23,mobile,IN,True,False,False,False
L501261,C100310,2025-11-17 22:52:58,mobile,IN,True,False,False,False
L501262,C100311,2025-11-29 16:20:13,web,CA,True,False,False,False
L501263,C100311,2025-12-08 15:09:25,web,CA,True,False,False,False
L501264,C100312,2025-11-28 09:42:17,web,IN,True,False,False,False
L501265,C100312,2025-11-21 13:13:42,mobile,IN,True,False,False,False
L501266,C100313,2025-12-08 16:22:58,mobile,IN,True,False,False,False
L501267,C100313,2025-10-17 18:06:37,web,IN,True,False,False,False
L501268,C100313,2025-10-26 11:24:35,mobile,IN,True,False,False,False
L501269,C100314,2025-11-20 10:35:06,mobile,UK,True,False,False,False
L501270,C100314,2025-10-16 22:41:58,web,UK,True,False,False,False
L501271,C100314,2025-12-10 07:27:48,mobile,UK,True,False,False,False
L501272,C100315,2025-10-22 10:32:54,web,US,True,False,False,False
L501273,C100315,2025-11-27 07:39:43,web,US,True,False,False,False
L501274,C100315,2025-11-21 13:29:23,web,US,True,False,False,False
L501275,C100316,2025-11-01 15:42:12,mobile,IN,True,False,False,False
L501276,C100316,2025-11-17 09:02:03,mobile,IN,True,False,False,False
L501277,C100316,2025-11-16 16:15:31,web,IN,True,False,False,False
L501278,C100317,2025-11-04 20:55:53,web,IN,True,False,False,False
L501279,C100317,2025-10-27 11:24:19,mobile,IN,True,False,False,False
L501280,C100317,2025-10-24 10:59:42,mobile,IN,True,False,False,False
L501281,C100317,2025-10-25 11:36:53,mobile,IN,True,False,False,False
L501282,C100317,2025-10-17 20:59:49,web,IN,True,False,False,False
L501283,C100317,2025-11-27 17:14:46,web,IN,True,False,False,False
L501284,C100318,2025-12-03 19:00:16,mobile,BR,True,False,False,False
L501285,C100318,2025-12-09 16:01:45,mobile,BR,True,False,False,False
L501286,C100318,2025-10-21 19:07:20,mobile,BR,True,False,False,False
L501287,C100318,2025-11-11 20:14:30,mobile,BR,True,False,False,False
L501288,C100318,2025-12-12 13:37:00,web,BR,True,False,False,False
L501289,C100319,2025-12-14 09:12:20,web,CA,True,False,False,False
L501290,C100319,2025-12-08 06:10:04,mobile,CA,True,False,False,False
L501291,C100319,2025-10-22 19:04:31,mobile,CA,True,False,False,False
L501292,C100319,2025-11-01 10:04:49,web,CA,True,False,False,False
L501293,C100320,2025-10-19 07:39:30,web,FR,True,False,False,False
L501294,C100320,2025-10-15 21:05:23,mobile,FR,True,False,False,False
L501295,C100320,2025-11-19 19:29:48,web,FR,True,False,False,False
L501296,C100321,2025-11-20 19:54:27,web,CA,True,False,False,False
L501297,C100321,2025-11-19 12:02:22,api,CA,True,False,False,False
L501298,C100321,2025-11-01 06:23:05,web,CA,True,False,False,False
L501299,C100321,2025-11-01 19:15:23,web,CA,True,False,False,False
L501300,C100322,2025-12-06 20:41:32,mobile,IN,True,False,False,False
L501301,C100322,2025-11-09 20:39:28,mobile,IN,True,False,False,False
L501302,C100322,2025-11-28 14:19:04,mobile,IN,True,False,False,False
L501303,C100322,2025-10-20 09:34:48,mobile,IN,True,False,False,False
L501304,C100323,2025-10-26 08:31:26,web,AU,True,False,False,False
L501305,C100323,2025-11-16 17:51:02,mobile,AU,True,False,False,False
L501306,C100323,2025-10-15 21:13:43,web,AU,True,False,False,False
L501307,C100323,2025-12-02 09:53:25,web,AU,True,False,False,False
L501308,C100323,2025-10-30 17:16:46,web,AU,True,False,False,False
L501309,C100323,2025-11-15 11:14:19,web,AU,True,False,False,False
L501310,C100324,2025-11-26 07:04:40,mobile,US,True,False,False,False
L501311,C100324,2025-11-20 13:54:11,api,US,True,False,False,False
L501312,C100324,2025-10-22 11:29:57,web,US,True,False,False,False
L501313,C100324,2025-10-24 09:11:43,web,US,True,False,False,False
L501314,C100325,2025-10-21 20:07:31,mobile,CA,True,False,False,False
L501315,C100325,2025-12-09 13:30:45,mobile,CA,True,False,False,False
L501316,C100326,2025-10-28 13:37:45,mobile,CA,True,False,False,False
L501317,C100326,2025-11-26 09:23:05,web,CA,True,False,False,False
L501318,C100326,2025-12-04 21:56:19,web,CA,True,False,False,False
L501319,C100327,2025-11-24 07:53:00,mobile,US,True,False,False,False
L501320,C100327,2025-12-03 18:04:13,web,US,True,False,False,False
L501321,C100327,2025-11-29 16:45:32,web,US,True,False,False,False
L501322,C100327,2025-11-23 17:56:47,mobile,US,True,False,False,False
L501323,C100327,2025-11-20 14:44:06,web,US,True,False,False,False
L501324,C100328,2025-11-10 13:59:37,mobile,US,True,False,False,False
L501325,C100328,2025-11-08 19:17:15,web,US,True,False,False,False
L501326,C100328,2025-12-03 18:53:14,mobile,US,True,False,False,False
L501327,C100328,2025-10-26 20:15:32,web,US,True,False,False,False
L501328,C100329,2025-11-21 13:25:43,mobile,US,True,False,False,False
L501329,C100329,2025-10-18 21:12:55,mobile,US,True,False,False,False
L501330,C100329,2025-12-12 12:51:23,mobile,US,True,False,False,False
L501331,C100329,2025-12-13 22:52:49,web,US,True,False,False,False
L501332,C100330,2025-12-06 09:07:06,web,IN,True,False,False,False
L501333,C100330,2025-11-02 14:06:50,web,IN,True,False,False,False
L501334,C100330,2025-10-31 20:02:48,mobile,IN,True,False,False,False
L501335,C100330,2025-11-21 14:43:09,web,IN,True,False,False,False
L501336,C100330,2025-11-15 06:21:48,mobile,IN,True,False,False,False
L501337,C100330,2025-11-24 22:58:13,mobile,IN,True,False,False,False
L501338,C100331,2025-11-03 11:10:44,mobile,UK,True,False,False,False
L501339,C100331,2025-12-12 15:59:20,web,UK,True,False,False,False
L501340,C100331,2025-12-10 15:43:18,mobile,UK,True,False,False,False
L501341,C100331,2025-11-22 07:49:45,web,UK,True,False,False,False
L501342,C100331,2025-11-27 09:09:14,mobile,UK,True,False,False,False
L501343,C100331,2025-10-30 18:43:45,web,UK,True,False,False,False
L501344,C100332,2025-10-15 20:44:49,web,UK,True,False,False,False
L501345,C100332,2025-10-20 13:56:47,web,UK,True,False,False,False
L501346,C100333,2025-11-27 09:11:55,web,US,True,False,False,False
L501347,C100333,2025-10-25 08:45:37,web,US,True,False,False,False
L501348,C100333,2025-12-13 16:49:11,mobile,US,True,False,False,False
L501349,C100333,2025-12-06 21:33:43,web,US,True,False,False,False
L501350,C100333,2025-10-28 20:38:54,mobile,US,True,False,False,False
L501351,C100333,2025-12-15 12:01:34,mobile,US,True,False,False,False
L501352,C100334,2025-10-22 15:09:42,mobile,UK,True,False,False,False
L501353,C100334,2025-11-30 11:19:39,web,UK,True,False,False,False
L501354,C100334,2025-10-30 21:53:02,web,UK,True,False,False,False
L501355,C100334,2025-10-28 09:26:20,mobile,UK,True,False,False,False
L501356,C100334,2025-11-16 21:56:36,mobile,UK,True,False,False,False
L501357,C100334,2025-10-29 13:11:24,web,UK,True,False,False,False
L501358,C100335,2025-12-06 10:50:04,web,US,True,False,False,False
L501359,C100335,2025-11-10 09:46:11,mobile,US,True,False,False,False
L501360,C100335,2025-10-24 08:21:10,mobile,US,True,False,False,False
L501361,C100336,2025-10-29 07:33:43,mobile,US,True,False,False,False
L501362,C100336,2025-12-03 22:19:59,mobile,US,True,False,False,False
L501363,C100336,2025-11-12 09:22:25,mobile,US,True,False,False,False
L501364,C100336,2025-12-14 13:51:18,web,US,True,False,False,False
L501365,C100336,2025-11-18 06:28:33,web,US,True,False,False,False
L501366,C100336,2025-10-22 09:28:47,mobile,US,True,False,False,False
L501367,C100337,2025-11-26 10:48:24,web,US,True,False,False,False
L501368,C100337,2025-11-27 14:11:19,web,US,True,False,False,False
L501369,C100337,2025-12-15 10:56:59,web,US,True,False,False,False
L501370,C100337,2025-11-11 12:27:32,web,US,True,False,False,False
L501371,C100337,2025-10-25 09:59:19,mobile,US,True,False,False,False
L501372,C100337,2025-10-23 13:58:52,web,US,True,False,False,False
L501373,C100338,2025-12-09 08:29:14,web,US,True,False,False,False
L501374,C100338,2025-11-09 11:54:50,web,US,True,False,False,False
L501375,C100338,2025-10-15 20:53:02,mobile,US,True,False,False,False
L501376,C100339,2025-11-19 21:37:09,mobile,IN,True,False,False,False
L501377,C100339,2025-12-05 18:10:35,mobile,IN,True,False,False,False
L501378,C100339,2025-11-30 06:46:15,mobile,IN,True,False,False,False
L501379,C100339,2025-12-08 20:04:14,mobile,IN,True,False,False,False
L501380,C100339,2025-12-05 22:15:28,mobile,IN,True,False,False,False
L501381,C100340,2025-11-13 12:39:00,api,IN,True,False,False,False
L501382,C100340,2025-10-30 06:05:56,mobile,IN,True,False,False,False
L501383,C100340,2025-10-26 17:33:57,mobile,IN,True,False,False,False
L501384,C100341,2025-11-11 18:29:30,web,IN,True,False,False,False
L501385,C100341,2025-12-04 20:49:45,web,IN,True,False,False,False
L501386,C100341,2025-12-14 17:54:53,web,IN,True,False,False,False
L501387,C100341,2025-12-15 09:34:32,web,IN,True,False,False,False
L501388,C100342,2025-10-21 09:32:17,mobile,US,True,False,False,False
L501389,C100342,2025-11-06 19:43:38,web,US,True,False,False,False
L501390,C100343,2025-12-09 21:51:44,web,US,True,False,False,False
L501391,C100343,2025-10-19 08:59:48,api,US,True,False,False,False
L501392,C100343,2025-10-30 15:37:16,web,US,True,False,False,False
