interaction_id,message_id,customer_id,interaction_ts,action_type,device_type,landing_page_domain
I905635,M705901,C100155,2025-11-20 05:00:49,opened,web,
I905636,M705902,C100524,2025-11-08 18:54:34,ignored,both,
I905637,M705903,C100560,2025-11-25 21:10:34,ignored,both,
I905638,M705905,C100640,2025-12-04 00:01:01,opened,web,
I905639,M705907,C100680,2025-10-16 20:10:50,opened,mobile,
I905640,M705908,C100717,2025-12-13 17:45:29,ignored,both,
I905641,M705909,C100365,2025-11-28 14:52:46,opened,both,
I905642,M705909,C100365,2025-11-28 14:56:46,clicked_link,mobile,shophub-secure-verify.net
I905643,M705910,C100087,2025-11-03 17:22:44,opened,mobile,
I905644,M705911,C100097,2025-12-02 06:18:05,opened,web,
I905645,M705913,C100204,2025-12-07 15:12:47,ignored,mobile,
I905646,M705914,C100291,2025-11-17 19:09:58,ignored,web,
I905647,M705915,C100616,2025-11-09 18:09:03,ignored,web,
I905648,M705916,C100904,2025-11-28 08:36:51,opened,both,
I905649,M705916,C100904,2025-11-28 08:38:51,clicked_link,mobile,support-shophub-check.com
I905650,M705916,C100904,2025-11-28 08:39:51,entered_credentials,mobile,shophub-secure-verify.net
I905651,M705917,C100731,2025-10-18 23:44:43,opened,both,legit_shophub.com
I905652,M705918,C100556,2025-10-25 18:50:09,ignored,both,
I905653,M705919,C100651,2025-10-17 12:52:46,ignored,both,
I905654,M705920,C100220,2025-11-26 05:58:31,opened,both,
I905655,M705921,C100558,2025-12-05 06:17:58,opened,both,
I905656,M705922,C100755,2025-11-08 08:35:03,reported_as_phish,web,
I905657,M705923,C100273,2025-12-04 12:52:18,ignored,mobile,
I905658,M705924,C100137,2025-11-26 11:13:19,opened,both,
I905659,M705925,C100785,2025-11-22 23:28:47,opened,mobile,legit_shophub.com
I905660,M705927,C100482,2025-11-14 17:16:25,opened,mobile,
I905661,M705928,C100473,2025-12-04 08:01:06,opened,both,
I905662,M705928,C100473,2025-12-04 08:06:06,reported_as_phish,both,
I905663,M705929,C100083,2025-11-03 10:36:13,opened,mobile,
I905664,M705930,C100272,2025-11-25 15:59:10,opened,mobile,
I905665,M705931,C100451,2025-11-12 19:23:19,ignored,web,
I905666,M705932,C100222,2025-11-11 00:24:34,opened,web,
I905667,M705932,C100222,2025-11-11 00:28:34,reported_as_phish,both,
I905668,M705934,C100281,2025-12-14 09:13:08,opened,mobile,
I905669,M705935,C100924,2025-10-29 00:39:47,ignored,both,
I905670,M705936,C100850,2025-12-12 03:18:40,opened,web,
I905671,M705937,C100839,2025-11-29 17:15:08,reported_as_phish,both,
I905672,M705938,C100455,2025-10-30 01:59:36,ignored,web,
I905673,M705940,C100337,2025-11-10 07:53:31,opened,web,
I905674,M705940,C100337,2025-11-10 07:54:31,clicked_link,web,spoof-shophub-login.com
I905675,M705941,C100689,2025-11-10 21:48:17,opened,mobile,
I905676,M705943,C100000,2025-12-02 22:18:20,opened,web,
I905677,M705944,C100269,2025-12-05 21:53:45,opened,both,
I905678,M705944,C100269,2025-12-05 21:57:45,reported_as_phish,mobile,
I905679,M705945,C100470,2025-11-28 03:08:22,opened,both,
I905680,M705946,C100700,2025-11-08 15:10:29,reported_as_phish,mobile,
I905681,M705947,C100565,2025-12-03 08:19:33,opened,mobile,
I905682,M705949,C100460,2025-11-27 07:11:11,opened,mobile,legit_shophub.com
I905683,M705950,C100676,2025-11-07 10:11:48,opened,web,
I905684,M705951,C100398,2025-12-13 09:45:08,opened,mobile,
I905685,M705954,C100766,2025-12-03 23:10:15,opened,mobile,
I905686,M705954,C100766,2025-12-03 23:13:15,reported_as_phish,both,
I905687,M705955,C100239,2025-11-21 06:26:54,opened,mobile,
I905688,M705955,C100239,2025-11-21 06:27:54,reported_as_phish,web,
I905689,M705956,C100709,2025-12-11 09:36:32,reported_as_phish,web,
I905690,M705957,C100556,2025-12-09 11:18:57,opened,web,
I905691,M705959,C100591,2025-10-19 18:52:32,opened,both,
I905692,M705961,C100485,2025-11-17 00:09:59,opened,both,
I905693,M705962,C100037,2025-11-29 10:42:44,opened,web,
I905694,M705963,C100008,2025-11-23 20:26:36,opened,web,
I905695,M705963,C100008,2025-11-23 20:29:36,clicked_link,mobile,spoof-shophub-login.com
I905696,M705964,C100095,2025-10-31 15:27:21,opened,mobile,
I905697,M705967,C100825,2025-11-22 05:55:56,opened,web,
I905698,M705968,C100548,2025-10-19 07:29:19,ignored,mobile,
I905699,M705969,C100381,2025-11-19 22:50:40,opened,mobile,
I905700,M705972,C100327,2025-10-17 07:38:56,opened,mobile,
I905701,M705972,C100327,2025-10-17 07:41:56,clicked_link,web,shophub-secure-verify.net
I905702,M705975,C100379,2025-12-12 06:11:25,opened,web,
I905703,M705975,C100379,2025-12-12 06:15:25,clicked_link,mobile,spoof-shophub-login.com
I905704,M705976,C100050,2025-11-05 09:46:58,ignored,mobile,
I905705,M705978,C100402,2025-11-25 20:23:30,opened,both,
I905706,M705979,C100612,2025-11-12 22:32:20,ignored,mobile,
I905707,M705980,C100245,2025-11-04 12:22:57,opened,mobile,
I905708,M705980,C100245,2025-11-04 12:24:57,clicked_link,web,shophub-secure-verify.net
I905709,M705982,C100096,2025-12-11 14:24:10,ignored,both,
I905710,M705983,C100583,2025-11-22 02:44:20,opened,mobile,
I905711,M705984,C100089,2025-11-28 21:47:36,opened,web,legit_shophub.com
I905712,M705985,C100090,2025-12-08 03:58:18,ignored,mobile,
I905713,M705986,C100212,2025-12-10 19:13:19,ignored,web,
I905714,M705987,C100324,2025-11-22 08:46:01,opened,web,
I905715,M705988,C100769,2025-11-29 23:09:07,opened,web,
I905716,M705988,C100769,2025-11-29 23:10:07,reported_as_phish,both,
I905717,M705989,C100082,2025-12-11 05:00:14,opened,both,
I905718,M705989,C100082,2025-12-11 05:04:14,reported_as_phish,web,
I905719,M705990,C100127,2025-11-03 17:00:56,opened,web,
I905720,M705990,C100127,2025-11-03 17:04:56,clicked_link,both,spoof-shophub-login.com
I905721,M705991,C100901,2025-10-21 12:11:03,ignored,both,
I905722,M705992,C100763,2025-10-17 12:58:20,opened,mobile,
I905723,M705993,C100886,2025-12-11 17:19:33,opened,mobile,
I905724,M705994,C100392,2025-11-08 09:43:12,ignored,web,
I905725,M705995,C100970,2025-11-11 23:49:14,ignored,mobile,
I905726,M705996,C100173,2025-12-13 04:41:29,opened,web,
I905727,M705997,C100655,2025-11-22 20:34:42,opened,mobile,
I905728,M705998,C100403,2025-11-07 14:08:20,opened,web,
I905729,M705999,C100453,2025-12-10 06:59:59,ignored,mobile,
I905730,M706000,C100701,2025-10-27 01:49:33,ignored,both,
I905731,M706001,C100670,2025-11-07 07:01:32,opened,both,
I905732,M706001,C100670,2025-11-07 07:04:32,reported_as_phish,mobile,
I905733,M706002,C100264,2025-11-03 07:59:35,opened,mobile,
I905734,M706003,C100471,2025-12-07 20:39:40,opened,mobile,
I905735,M706003,C100471,2025-12-07 20:42:40,reported_as_phish,mobile,
I905736,M706005,C100086,2025-11-03 22:52:28,opened,both,
I905737,M706005,C100086,2025-11-03 22:58:28,clicked_link,mobile,spoof-shophub-login.com
I905738,M706007,C100624,2025-10-18 09:14:34,opened,mobile,
I905739,M706009,C100910,2025-10-28 05:34:06,reported_as_phish,web,
I905740,M706010,C100537,2025-11-03 00:45:57,opened,both,
I905741,M706010,C100537,2025-11-03 00:47:57,clicked_link,mobile,shophub-secure-verify.net
I905742,M706010,C100537,2025-11-03 00:50:57,entered_credentials,web,shophub-secure-verify.net
I905743,M706011,C100684,2025-11-22 10:06:26,ignored,both,
I905744,M706012,C100021,2025-11-27 08:21:23,opened,web,
I905745,M706013,C100108,2025-12-05 07:17:13,opened,mobile,
I905746,M706014,C100644,2025-11-30 01:31:31,opened,mobile,
I905747,M706016,C100828,2025-11-23 07:53:38,ignored,both,
I905748,M706017,C100962,2025-11-27 07:58:01,opened,mobile,
I905749,M706017,C100962,2025-11-27 08:02:01,clicked_link,both,spoof-shophub-login.com
I905750,M706017,C100962,2025-11-27 08:02:01,entered_credentials,mobile,shophub-secure-verify.net
I905751,M706018,C100647,2025-11-16 23:34:36,opened,web,
I905752,M706020,C100398,2025-10-22 13:50:05,ignored,web,
I905753,M706021,C100040,2025-12-14 00:16:43,ignored,mobile,
I905754,M706023,C100833,2025-12-04 13:22:10,opened,mobile,
I905755,M706024,C100260,2025-11-25 12:02:54,ignored,mobile,
I905756,M706025,C100860,2025-11-03 09:51:28,opened,web,
I905757,M706026,C100288,2025-10-18 15:19:42,opened,mobile,
I905758,M706029,C100390,2025-10-24 02:57:46,opened,both,
I905759,M706030,C100099,2025-11-24 04:56:27,opened,both,
I905760,M706031,C100580,2025-12-11 09:50:09,ignored,mobile,
I905761,M706033,C100598,2025-12-06 12:36:25,ignored,mobile,
I905762,M706034,C100678,2025-12-12 13:21:38,opened,mobile,
I905763,M706034,C100678,2025-12-12 13:26:38,clicked_link,mobile,shophub-secure-verify.net
I905764,M706035,C100667,2025-12-10 00:49:38,opened,mobile,
I905765,M706036,C100651,2025-12-07 09:45:13,ignored,web,
I905766,M706037,C100106,2025-10-18 18:36:47,opened,mobile,
I905767,M706038,C100558,2025-11-17 08:00:10,ignored,mobile,
I905768,M706039,C100428,2025-11-17 08:51:07,reported_as_phish,mobile,
I905769,M706040,C100613,2025-12-07 17:42:04,ignored,mobile,
I905770,M706041,C100389,2025-12-09 07:28:01,opened,mobile,
I905771,M706041,C100389,2025-12-09 07:29:01,reported_as_phish,both,
I905772,M706042,C100282,2025-10-15 06:10:59,opened,mobile,
I905773,M706043,C100343,2025-11-21 20:02:55,opened,mobile,
I905774,M706044,C100977,2025-11-11 17:10:16,opened,both,
I905775,M706045,C100114,2025-12-09 00:46:22,opened,web,
I905776,M706047,C100955,2025-12-05 13:36:42,ignored,mobile,
I905777,M706048,C100744,2025-12-11 13:43:55,opened,web,
I905778,M706049,C100705,2025-12-13 22:58:18,opened,both,
I905779,M706049,C100705,2025-12-13 23:00:18,clicked_link,mobile,support-shophub-check.com
I905780,M706050,C100760,2025-11-26 12:29:44,opened,web,
I905781,M706051,C100784,2025-11-30 10:26:42,ignored,mobile,
I905782,M706053,C100332,2025-10-22 21:25:10,opened,mobile,legit_shophub.com
I905783,M706054,C100266,2025-11-01 01:42:47,opened,mobile,
I905784,M706055,C100292,2025-11-22 09:39:51,ignored,web,
I905785,M706056,C100120,2025-11-01 12:08:05,opened,both,legit_shophub.com
I905786,M706057,C100325,2025-11-13 18:56:44,opened,both,
I905787,M706058,C100197,2025-11-28 23:30:27,opened,web,
I905788,M706058,C100197,2025-11-28 23:36:27,reported_as_phish,web,
I905789,M706059,C100247,2025-11-23 14:38:09,opened,both,
I905790,M706060,C100656,2025-11-18 14:05:40,opened,web,
I905791,M706061,C100237,2025-12-15 03:56:01,ignored,mobile,
I905792,M706062,C100703,2025-10-17 15:03:06,opened,mobile,
I905793,M706063,C100879,2025-10-24 11:18:44,opened,web,
I905794,M706064,C100494,2025-10-26 16:51:33,opened,mobile,legit_shophub.com
I905795,M706065,C100071,2025-11-19 03:20:11,opened,web,
I905796,M706066,C100378,2025-12-11 22:30:45,opened,both,legit_shophub.com
I905797,M706067,C100269,2025-11-08 16:21:30,ignored,mobile,
I905798,M706068,C100755,2025-11-27 01:09:55,opened,mobile,
I905799,M706069,C100828,2025-11-23 15:19:25,opened,both,legit_shophub.com
I905800,M706070,C100258,2025-11-18 14:05:33,opened,web,
I905801,M706071,C100079,2025-11-12 05:51:16,opened,both,
I905802,M706073,C100793,2025-10-31 13:43:59,opened,mobile,
I905803,M706075,C100056,2025-11-11 10:05:55,ignored,web,
I905804,M706076,C100348,2025-12-12 20:26:56,ignored,web,
I905805,M706077,C100925,2025-12-02 10:04:24,opened,web,
I905806,M706078,C100524,2025-11-28 13:14:56,opened,mobile,
I905807,M706079,C100993,2025-12-11 01:02:36,reported_as_phish,mobile,
I905808,M706080,C100642,2025-11-05 03:48:58,opened,web,
I905809,M706081,C100702,2025-11-30 14:24:05,opened,web,
I905810,M706081,C100702,2025-11-30 14:29:05,clicked_link,mobile,support-shophub-check.com
I905811,M706082,C100668,2025-12-07 23:14:54,opened,web,
I905812,M706082,C100668,2025-12-07 23:19:54,reported_as_phish,both,
I905813,M706083,C100428,2025-10-30 05:37:09,ignored,web,
I905814,M706084,C100997,2025-11-05 03:54:14,opened,both,
I905815,M706085,C100030,2025-10-16 13:44:06,opened,mobile,
I905816,M706086,C100156,2025-12-12 18:53:13,opened,web,
I905817,M706087,C100321,2025-11-04 03:23:04,ignored,mobile,
I905818,M706090,C100584,2025-11-30 11:09:15,ignored,web,
I905819,M706091,C100266,2025-11-03 09:53:40,opened,web,
I905820,M706093,C100109,2025-12-09 10:47:33,opened,mobile,legit_shophub.com
I905821,M706094,C100108,2025-11-30 01:33:59,ignored,web,
I905822,M706095,C100184,2025-11-02 16:14:38,opened,mobile,
I905823,M706096,C100805,2025-11-24 20:56:58,ignored,mobile,
I905824,M706097,C100295,2025-11-11 11:23:46,ignored,web,
I905825,M706098,C100553,2025-11-12 15:30:58,ignored,mobile,
I905826,M706099,C100532,2025-11-10 03:03:20,opened,mobile,
I905827,M706100,C100330,2025-11-04 22:03:57,opened,web,
I905828,M706101,C100964,2025-10-22 17:40:24,opened,web,
I905829,M706101,C100964,2025-10-22 17:41:24,clicked_link,both,spoof-shophub-login.com
I905830,M706102,C100751,2025-11-13 17:51:24,ignored,mobile,
I905831,M706103,C100607,2025-11-19 14:18:46,opened,web,
I905832,M706104,C100387,2025-12-08 11:27:31,ignored,mobile,
I905833,M706105,C100059,2025-11-26 22:00:18,opened,mobile,
I905834,M706106,C100961,2025-12-13 08:52:06,ignored,web,
I905835,M706107,C100345,2025-11-23 16:51:58,opened,both,
I905836,M706107,C100345,2025-11-23 16:52:58,clicked_link,mobile,spoof-shophub-login.com
I905837,M706108,C100310,2025-11-20 21:34:53,ignored,both,
I905838,M706109,C100230,2025-11-26 13:54:24,opened,mobile,
I905839,M706110,C100596,2025-10-21 01:15:41,ignored,mobile,
I905840,M706112,C100575,2025-11-24 09:59:33,ignored,mobile,
I905841,M706113,C100569,2025-12-10 00:47:33,opened,mobile,
I905842,M706114,C100699,2025-12-09 18:07:11,ignored,both,
I905843,M706115,C100595,2025-11-18 18:46:38,ignored,mobile,
I905844,M706116,C100338,2025-12-07 12:43:23,opened,web,
I905845,M706117,C100334,2025-12-09 23:14:56,opened,both,legit_shophub.com
I905846,M706118,C100962,2025-12-08 02:22:10,opened,mobile,
I905847,M706119,C100208,2025-11-03 19:45:03,opened,mobile,
I905848,M706119,C100208,2025-11-03 19:49:03,reported_as_phish,mobile,
I905849,M706120,C100733,2025-10-21 16:20:09,ignored,both,
I905850,M706123,C100174,2025-11-17 07:47:25,opened,web,legit_shophub.com
I905851,M706124,C100355,2025-11-20 11:40:54,opened,mobile,
I905852,M706125,C100823,2025-11-27 09:07:47,opened,web,
I905853,M706127,C100665,2025-11-14 23:08:31,opened,both,
I905854,M706128,C100035,2025-11-28 04:40:33,ignored,mobile,
I905855,M706129,C100740,2025-11-04 18:42:55,opened,both,
I905856,M706130,C100498,2025-12-14 13:04:52,opened,mobile,
I905857,M706131,C100480,2025-12-13 02:31:13,opened,both,
I905858,M706132,C100308,2025-10-23 22:48:03,opened,mobile,
I905859,M706133,C100095,2025-11-06 13:07:43,opened,both,
I905860,M706133,C100095,2025-11-06 13:12:43,clicked_link,web,support-shophub-check.com
I905861,M706134,C100807,2025-10-23 00:57:37,ignored,web,
I905862,M706135,C100694,2025-11-09 10:29:33,opened,mobile,
I905863,M706135,C100694,2025-11-09 10:31:33,clicked_link,mobile,spoof-shophub-login.com
I905864,M706136,C100792,2025-11-12 12:52:40,opened,both,
I905865,M706136,C100792,2025-11-12 12:57:40,clicked_link,both,spoof-shophub-login.com
I905866,M706138,C100306,2025-12-14 11:05:17,ignored,web,
I905867,M706140,C100172,2025-12-15 20:56:30,ignored,web,
I905868,M706141,C100216,2025-11-06 07:03:29,opened,web,
I905869,M706141,C100216,2025-11-06 07:03:29,clicked_link,mobile,shophub-secure-verify.net
I905870,M706142,C100597,2025-10-15 03:19:58,opened,both,
I905871,M706142,C100597,2025-10-15 03:23:58,reported_as_phish,mobile,
I905872,M706144,C100976,2025-10-15 00:55:45,ignored,both,
I905873,M706145,C100104,2025-12-01 03:02:19,opened,mobile,
I905874,M706146,C100542,2025-11-29 02:57:33,opened,both,
I905875,M706147,C100241,2025-11-27 07:10:58,opened,both,
I905876,M706148,C100286,2025-10-28 02:56:14,opened,both,
I905877,M706148,C100286,2025-10-28 02:57:14,clicked_link,mobile,spoof-shophub-login.com
I905878,M706149,C100844,2025-11-13 06:11:48,ignored,mobile,
I905879,M706150,C100068,2025-10-31 06:23:11,ignored,both,
I905880,M706151,C100589,2025-10-28 19:24:57,opened,mobile,
I905881,M706152,C100554,2025-12-05 01:20:08,opened,web,
I905882,M706152,C100554,2025-12-05 01:25:08,clicked_link,mobile,spoof-shophub-login.com
I905883,M706153,C100842,2025-11-20 18:44:01,ignored,mobile,
I905884,M706154,C100725,2025-12-01 02:02:57,ignored,both,
I905885,M706156,C100991,2025-11-27 18:43:52,opened,both,
I905886,M706157,C100939,2025-10-15 00:37:21,ignored,mobile,
I905887,M706160,C100078,2025-12-14 18:30:07,opened,web,
I905888,M706161,C100977,2025-11-01 22:33:34,opened,both,
I905889,M706162,C100720,2025-11-22 06:12:58,ignored,web,
I905890,M706163,C100861,2025-11-01 02:10:45,opened,mobile,legit_shophub.com
I905891,M706164,C100920,2025-11-21 12:08:43,opened,mobile,
I905892,M706165,C100716,2025-12-15 04:28:14,opened,web,legit_shophub.com
I905893,M706167,C100340,2025-10-15 06:47:39,opened,web,
I905894,M706169,C100765,2025-10-22 12:11:41,opened,both,legit_shophub.com
I905895,M706171,C100370,2025-11-24 03:11:53,opened,both,legit_shophub.com
I905896,M706173,C100456,2025-11-26 03:36:48,opened,web,
I905897,M706174,C100097,2025-11-04 22:26:05,opened,web,
I905898,M706175,C100186,2025-11-14 19:44:41,ignored,mobile,
I905899,M706176,C100537,2025-10-26 23:26:43,opened,mobile,
I905900,M706177,C100735,2025-10-31 10:26:06,opened,web,
I905901,M706178,C100192,2025-12-09 05:17:21,opened,web,
I905902,M706178,C100192,2025-12-09 05:18:21,clicked_link,mobile,shophub-secure-verify.net
I905903,M706179,C100673,2025-11-15 22:57:44,opened,web,
I905904,M706180,C100764,2025-11-25 17:34:00,opened,web,legit_shophub.com
I905905,M706181,C100088,2025-11-29 01:38:34,opened,both,
I905906,M706182,C100704,2025-11-02 08:55:19,ignored,both,
I905907,M706183,C100264,2025-11-24 22:38:43,opened,both,
I905908,M706184,C100983,2025-11-27 14:30:02,opened,web,
I905909,M706184,C100983,2025-11-27 14:34:02,clicked_link,both,support-shophub-check.com
I905910,M706185,C100338,2025-12-01 00:25:04,opened,web,
I905911,M706185,C100338,2025-12-01 00:25:04,clicked_link,mobile,spoof-shophub-login.com
I905912,M706186,C100531,2025-11-05 13:29:11,opened,mobile,
I905913,M706188,C100739,2025-12-04 17:24:24,ignored,mobile,
I905914,M706189,C100423,2025-11-03 11:56:08,opened,mobile,
I905915,M706189,C100423,2025-11-03 12:00:08,reported_as_phish,web,
I905916,M706190,C100613,2025-11-28 04:37:36,ignored,mobile,
I905917,M706191,C100617,2025-10-23 23:19:31,opened,mobile,
I905918,M706191,C100617,2025-10-23 23:25:31,reported_as_phish,web,
I905919,M706192,C100783,2025-11-25 05:18:01,opened,web,
I905920,M706193,C100303,2025-11-15 17:03:19,opened,both,
I905921,M706194,C100807,2025-11-27 23:59:49,opened,mobile,
I905922,M706194,C100807,2025-11-28 00:03:49,clicked_link,mobile,shophub-secure-verify.net
I905923,M706195,C100272,2025-10-28 14:55:49,opened,both,
I905924,M706196,C100534,2025-11-26 15:17:45,opened,web,legit_shophub.com
I905925,M706197,C100414,2025-11-04 21:38:08,opened,web,
I905926,M706198,C100340,2025-10-30 16:58:22,opened,web,
I905927,M706198,C100340,2025-10-30 17:03:22,clicked_link,both,spoof-shophub-login.com
I905928,M706199,C100794,2025-12-12 06:03:25,opened,mobile,
I905929,M706199,C100794,2025-12-12 06:07:25,reported_as_phish,web,
I905930,M706201,C100246,2025-10-20 07:56:55,ignored,both,
I905931,M706202,C100240,2025-10-15 12:45:13,opened,mobile,
I905932,M706203,C100744,2025-11-03 09:19:20,opened,both,
I905933,M706203,C100744,2025-11-03 09:24:20,clicked_link,both,shophub-secure-verify.net
I905934,M706204,C100621,2025-10-27 23:24:12,opened,mobile,
I905935,M706204,C100621,2025-10-27 23:27:12,reported_as_phish,both,
I905936,M706205,C100837,2025-11-25 11:31:24,opened,web,
I905937,M706205,C100837,2025-11-25 11:33:24,clicked_link,mobile,shophub-secure-verify.net
I905938,M706206,C100817,2025-11-03 13:18:24,opened,mobile,
I905939,M706208,C100493,2025-11-10 16:09:44,opened,both,
I905940,M706209,C100218,2025-12-11 17:47:20,opened,both,
I905941,M706211,C100700,2025-10-29 00:36:31,opened,mobile,
I905942,M706213,C100471,2025-11-25 03:29:00,reported_as_phish,mobile,
I905943,M706214,C100587,2025-11-05 00:30:22,opened,mobile,
I905944,M706214,C100587,2025-11-05 00:33:22,clicked_link,both,support-shophub-check.com
I905945,M706215,C100084,2025-11-03 10:27:07,opened,mobile,
I905946,M706215,C100084,2025-11-03 10:33:07,clicked_link,mobile,spoof-shophub-login.com
I905947,M706216,C100179,2025-12-12 03:49:03,opened,mobile,
I905948,M706216,C100179,2025-12-12 03:55:03,clicked_link,web,spoof-shophub-login.com
I905949,M706218,C100265,2025-12-05 00:23:32,opened,both,
I905950,M706219,C100308,2025-11-24 22:26:10,opened,web,
I905951,M706220,C100266,2025-11-24 09:49:38,ignored,web,
I905952,M706222,C100750,2025-12-14 08:25:11,ignored,both,
I905953,M706223,C100974,2025-12-02 21:29:49,opened,mobile,
I905954,M706224,C100707,2025-12-04 01:52:23,opened,mobile,
I905955,M706225,C100454,2025-11-06 08:57:30,ignored,web,
I905956,M706226,C100171,2025-12-09 10:25:01,opened,mobile,
I905957,M706227,C100853,2025-11-28 05:21:06,ignored,mobile,
I905958,M706228,C100414,2025-10-26 11:35:20,opened,mobile,
I905959,M706228,C100414,2025-10-26 11:40:20,clicked_link,both,support-shophub-check.com
I905960,M706229,C100454,2025-10-29 04:09:40,reported_as_phish,both,
I905961,M706230,C100529,2025-11-19 19:50:06,opened,mobile,
I905962,M706231,C100834,2025-12-12 21:54:01,opened,web,
I905963,M706232,C100056,2025-11-23 19:42:54,reported_as_phish,both,
I905964,M706234,C100368,2025-11-06 12:02:43,opened,web,
I905965,M706234,C100368,2025-11-06 12:05:43,clicked_link,web,support-shophub-check.com
I905966,M706235,C100511,2025-12-13 18:44:40,opened,mobile,
I905967,M706236,C100305,2025-11-03 18:43:21,opened,mobile,
I905968,M706237,C100265,2025-11-03 15:24:21,opened,both,legit_shophub.com
I905969,M706238,C100267,2025-11-24 16:02:40,opened,web,
I905970,M706239,C100304,2025-11-11 22:02:31,opened,mobile,legit_shophub.com
I905971,M706240,C100203,2025-12-04 06:41:17,ignored,mobile,
I905972,M706241,C100187,2025-11-23 00:50:03,opened,mobile,
I905973,M706241,C100187,2025-11-23 00:53:03,reported_as_phish,both,
I905974,M706242,C100119,2025-11-05 23:38:58,opened,both,
I905975,M706242,C100119,2025-11-05 23:42:58,clicked_link,both,spoof-shophub-login.com
I905976,M706243,C100742,2025-10-29 16:49:52,opened,both,
I905977,M706244,C100773,2025-11-03 09:09:53,opened,mobile,
I905978,M706245,C100893,2025-10-16 17:11:46,ignored,web,
I905979,M706246,C100221,2025-11-24 09:29:50,opened,mobile,
I905980,M706246,C100221,2025-11-24 09:32:50,clicked_link,web,support-shophub-check.com
I905981,M706247,C100581,2025-10-27 02:21:07,opened,web,
I905982,M706248,C100990,2025-10-21 07:05:51,ignored,web,
I905983,M706249,C100669,2025-11-13 11:38:01,ignored,mobile,
I905984,M706250,C100553,2025-11-14 02:25:32,reported_as_phish,web,
I905985,M706251,C100646,2025-11-29 08:27:22,opened,mobile,
I905986,M706251,C100646,2025-11-29 08:32:22,reported_as_phish,web,
I905987,M706252,C100217,2025-11-26 12:09:14,opened,mobile,
I905988,M706253,C100137,2025-10-22 00:34:37,opened,mobile,
I905989,M706254,C100791,2025-11-08 16:58:59,opened,both,
I905990,M706255,C100043,2025-12-12 16:49:09,opened,web,
I905991,M706256,C100585,2025-11-28 23:38:00,opened,web,
I905992,M706257,C100204,2025-12-15 06:41:24,opened,mobile,
I905993,M706258,C100792,2025-11-21 16:35:40,opened,both,
I905994,M706259,C100644,2025-12-05 02:58:46,opened,mobile,
I905995,M706260,C100850,2025-10-16 14:29:16,opened,both,
I905996,M706260,C100850,2025-10-16 14:31:16,clicked_link,web,support-shophub-check.com
I905997,M706261,C100121,2025-12-06 02:10:09,opened,web,
I905998,M706262,C100822,2025-11-26 16:18:17,opened,mobile,
I905999,M706262,C100822,2025-11-26 16:23:17,clicked_link,mobile,support-shophub-check.com
I906000,M706263,C100174,2025-10-19 04:56:35,opened,web,
I906001,M706264,C100005,2025-12-01 20:24:17,ignored,mobile,
I906002,M706266,C100452,2025-11-25 16:53:39,opened,web,legit_shophub.com
I906003,M706267,C100076,2025-10-30 00:12:12,opened,mobile,
I906004,M706268,C100005,2025-12-02 01:49:12,opened,mobile,
I906005,M706269,C100331,2025-10-19 06:45:47,opened,mobile,
I906006,M706270,C100948,2025-11-03 11:45:26,ignored,web,
I906007,M706271,C100387,2025-10-27 09:40:15,ignored,mobile,
I906008,M706272,C100734,2025-12-09 21:13:32,opened,web,
I906009,M706272,C100734,2025-12-09 21:19:32,clicked_link,web,shophub-secure-verify.net
I906010,M706273,C100084,2025-10-16 14:19:36,opened,mobile,
I906011,M706275,C100917,2025-12-10 19:31:15,opened,mobile,
I906012,M706275,C100917,2025-12-10 19:35:15,clicked_link,mobile,shophub-secure-verify.net
I906013,M706276,C100357,2025-12-05 18:46:29,opened,mobile,
I906014,M706277,C100742,2025-11-05 04:03:30,opened,mobile,
I906015,M706279,C100044,2025-12-08 17:07:28,opened,both,
I906016,M706279,C100044,2025-12-08 17:09:28,clicked_link,web,support-shophub-check.com
I906017,M706280,C100991,2025-11-23 21:39:26,opened,both,
I906018,M706280,C100991,2025-11-23 21:42:26,clicked_link,both,shophub-secure-verify.net
I906019,M706281,C100986,2025-11-28 00:53:52,reported_as_phish,web,
I906020,M706283,C100833,2025-11-06 07:17:56,opened,web,legit_shophub.com
I906021,M706284,C100366,2025-11-27 17:45:41,opened,mobile,
I906022,M706284,C100366,2025-11-27 17:49:41,clicked_link,mobile,spoof-shophub-login.com
I906023,M706285,C100126,2025-11-06 06:53:39,ignored,mobile,
I906024,M706286,C100030,2025-11-04 02:52:11,ignored,web,
I906025,M706287,C100059,2025-10-23 23:26:35,opened,web,
I906026,M706287,C100059,2025-10-23 23:27:35,clicked_link,web,shophub-secure-verify.net
I906027,M706288,C100763,2025-11-19 14:49:49,opened,web,legit_shophub.com
I906028,M706289,C100683,2025-11-30 00:04:21,opened,web,
I906029,M706289,C100683,2025-11-30 00:07:21,clicked_link,mobile,support-shophub-check.com
I906030,M706290,C100429,2025-12-12 09:45:57,opened,mobile,legit_shophub.com
I906031,M706291,C100624,2025-12-04 04:17:10,opened,both,legit_shophub.com
I906032,M706292,C100929,2025-12-04 13:01:26,opened,both,
I906033,M706293,C100431,2025-11-30 00:47:09,opened,mobile,
I906034,M706295,C100449,2025-10-28 08:40:17,ignored,both,
I906035,M706296,C100830,2025-12-11 17:08:30,ignored,both,
I906036,M706299,C100012,2025-10-29 03:25:01,opened,mobile,
I906037,M706300,C100740,2025-11-24 13:51:37,opened,mobile,
