order_id,customer_id,order_ts,order_value,payment_method,is_refunded,is_chargeback,is_fraud_related
O800734,C100263,2025-11-16 17:32:12,12.99,debit_card,False,False,False
O800735,C100264,2025-10-26 18:25:05,9.99,paypal,False,False,False
O800736,C100264,2025-12-08 14:56:31,12.99,credit_card,False,False,False
O800737,C100264,2025-11-25 08:39:30,39.99,debit_card,False,False,False
O800738,C100264,2025-12-05 14:46:42,9.99,credit_card,False,False,False
O800739,C100264,2025-11-19 20:44:17,249.99,credit_card,False,False,False
O800740,C100264,2025-12-15 17:16:55,89.99,credit_card,False,False,False
O800741,C100265,2025-11-26 13:56:32,39.99,credit_card,False,False,False
O800742,C100266,2025-10-28 22:40:13,29.99,debit_card,True,False,False
O800743,C100267,2025-10-29 20:32:29,99.99,credit_card,False,False,False
O800744,C100267,2025-12-08 18:57:35,29.99,debit_card,False,False,False
O800745,C100267,2025-11-26 13:03:37,49.99,debit_card,False,False,False
O800746,C100268,2025-12-10 18:14:18,39.99,credit_card,False,False,False
O800747,C100268,2025-10-27 19:22:42,9.99,credit_card,False,False,False
O800748,C100268,2025-10-23 09:51:46,399.0,credit_card,False,False,False
O800749,C100268,2025-11-20 19:46:33,129.99,credit_card,False,False,False
O800750,C100268,2025-11-27 22:42:51,29.99,credit_card,False,False,False
O800751,C100269,2025-12-04 10:32:18,49.99,debit_card,False,False,False
O800752,C100269,2025-12-08 10:31:22,79.99,credit_card,False,False,False
O800753,C100270,2025-10-23 22:56:15,29.99,credit_card,False,False,False
O800754,C100271,2025-11-09 21:23:51,19.99,credit_card,False,False,False
O800755,C100271,2025-11-24 15:52:07,49.99,paypal,False,False,False
O800756,C100271,2025-11-10 08:47:11,29.99,debit_card,False,False,False
O800757,C100271,2025-12-02 18:19:17,19.99,credit_card,False,False,False
O800758,C100272,2025-10-22 22:20:42,29.99,credit_card,False,False,False
O800759,C100272,2025-11-30 14:31:29,9.99,credit_card,False,False,False
O800760,C100272,2025-11-21 22:42:44,39.99,debit_card,False,False,False
O800761,C100272,2025-12-15 08:09:38,29.99,debit_card,False,False,False
O800762,C100272,2025-11-20 17:08:18,99.99,debit_card,False,False,False
O800763,C100273,2025-11-30 14:51:57,9.99,paypal,True,False,False
O800764,C100273,2025-10-17 15:01:13,29.99,credit_card,False,False,False
O800765,C100273,2025-12-05 09:48:54,9.99,credit_card,True,False,False
O800766,C100273,2025-12-04 18:29:32,24.99,debit_card,False,False,False
O800767,C100273,2025-11-25 09:13:46,49.99,debit_card,False,False,False
O800768,C100274,2025-12-07 09:04:08,19.99,credit_card,False,False,False
O800769,C100274,2025-11-27 13:12:07,9.99,debit_card,False,False,False
O800770,C100274,2025-11-23 20:09:03,12.99,debit_card,False,False,False
O800771,C100274,2025-10-30 18:18:49,179.99,credit_card,False,False,False
O800772,C100274,2025-10-22 18:14:37,899.0,credit_card,False,False,False
O800773,C100275,2025-12-14 20:52:10,9.99,credit_card,True,False,False
O800774,C100275,2025-12-03 08:26:06,89.99,credit_card,False,False,False
O800775,C100275,2025-10-24 09:37:51,39.99,paypal,False,False,False
O800776,C100276,2025-11-15 10:52:08,29.99,credit_card,False,False,False
O800777,C100277,2025-11-26 10:08:44,19.99,credit_card,True,False,False
O800778,C100277,2025-11-16 18:19:54,12.99,credit_card,False,False,False
O800779,C100278,2025-11-24 10:28:58,39.99,paypal,False,False,False
O800780,C100278,2025-12-13 09:34:42,49.99,debit_card,False,False,False
O800781,C100278,2025-11-19 13:46:36,99.99,credit_card,False,False,False
O800782,C100279,2025-11-01 12:40:02,24.99,debit_card,False,False,False
O800783,C100279,2025-10-24 15:47:13,179.99,credit_card,False,False,False
O800784,C100279,2025-11-24 15:15:26,9.99,credit_card,False,False,False
O800785,C100279,2025-10-31 12:05:58,179.99,debit_card,False,False,False
O800786,C100280,2025-12-13 20:54:06,19.99,credit_card,False,False,False
O800787,C100280,2025-11-26 09:31:40,12.99,credit_card,False,False,False
O800788,C100280,2025-11-19 10:27:37,29.99,debit_card,False,False,False
O800789,C100280,2025-11-25 16:20:13,29.99,paypal,False,False,False
O800790,C100281,2025-10-26 10:00:27,79.99,debit_card,False,False,False
O800791,C100281,2025-11-06 20:08:15,49.99,debit_card,False,False,False
O800792,C100282,2025-10-27 09:28:40,29.99,debit_card,False,False,False
O800793,C100282,2025-11-10 08:13:43,49.99,credit_card,False,False,False
O800794,C100282,2025-12-07 20:30:41,149.99,credit_card,False,False,False
O800795,C100283,2025-12-13 10:57:37,399.0,credit_card,False,False,False
O800796,C100283,2025-11-29 18:54:26,249.99,credit_card,False,False,False
O800797,C100283,2025-11-24 13:25:13,49.99,debit_card,False,False,False
O800798,C100284,2025-11-11 14:43:55,49.99,credit_card,False,False,False
O800799,C100284,2025-12-06 18:36:18,19.99,debit_card,False,False,False
O800800,C100284,2025-12-11 16:02:28,19.99,credit_card,False,False,False
O800801,C100285,2025-11-06 09:05:31,24.99,credit_card,False,False,False
O800802,C100285,2025-11-05 18:14:28,49.99,debit_card,False,False,False
O800803,C100286,2025-10-21 15:41:21,12.99,paypal,False,False,False
O800804,C100286,2025-10-24 18:09:10,79.99,debit_card,False,False,False
O800805,C100286,2025-12-09 21:41:46,19.99,credit_card,False,False,False
O800806,C100286,2025-10-22 15:39:53,19.99,debit_card,False,False,False
O800807,C100286,2025-11-12 21:13:03,49.99,credit_card,False,False,False
O800808,C100287,2025-11-08 22:03:46,12.99,paypal,True,False,False
O800809,C100287,2025-11-25 14:02:22,9.99,credit_card,False,False,False
O800810,C100288,2025-10-20 20:30:19,99.99,paypal,False,False,False
O800811,C100289,2025-11-12 10:14:01,179.99,credit_card,False,False,False
O800812,C100289,2025-11-27 13:30:55,49.99,credit_card,False,False,False
O800813,C100290,2025-10-27 09:00:12,39.99,credit_card,False,False,False
O800814,C100290,2025-11-10 08:18:03,99.99,credit_card,False,False,False
O800815,C100290,2025-11-15 18:58:37,149.99,credit_card,False,False,False
O800816,C100290,2025-12-14 21:29:43,12.99,credit_card,False,False,False
O800817,C100290,2025-10-21 09:12:35,19.99,credit_card,False,False,False
O800818,C100291,2025-10-30 08:45:42,9.99,paypal,False,False,False
O800819,C100291,2025-11-27 18:00:48,12.99,paypal,True,False,False
O800820,C100291,2025-12-07 11:47:57,19.99,credit_card,False,False,False
O800821,C100292,2025-11-20 18:00:57,39.99,credit_card,False,False,False
O800822,C100292,2025-11-13 13:51:46,29.99,paypal,False,False,False
O800823,C100292,2025-11-24 20:40:17,12.99,paypal,False,False,False
O800824,C100292,2025-11-09 12:07:25,179.99,credit_card,False,False,False
O800825,C100293,2025-10-30 08:17:26,79.99,credit_card,False,False,False
O800826,C100293,2025-11-15 18:57:38,19.99,credit_card,False,False,False
O800827,C100293,2025-11-24 18:03:38,12.99,paypal,False,False,False
O800828,C100294,2025-12-08 17:26:10,149.99,debit_card,False,False,False
O800829,C100294,2025-10-27 18:54:51,49.99,credit_card,False,False,False
O800830,C100295,2025-11-19 17:49:49,12.99,debit_card,False,False,False
O800831,C100295,2025-11-25 20:25:54,29.99,credit_card,False,False,False
O800832,C100295,2025-11-18 12:40:33,39.99,credit_card,False,False,False
O800833,C100296,2025-12-12 09:25:29,39.99,paypal,False,False,False
O800834,C100297,2025-11-02 14:55:36,1199.0,credit_card,False,False,False
O800835,C100297,2025-10-24 10:48:15,49.99,credit_card,False,False,False
O800836,C100297,2025-12-15 22:47:06,19.99,credit_card,False,False,False
O800837,C100297,2025-12-04 16:14:33,129.99,debit_card,False,False,False
O800838,C100297,2025-12-12 12:22:10,29.99,debit_card,False,False,False
O800839,C100297,2025-10-27 12:34:17,249.99,paypal,False,False,False
O800840,C100298,2025-12-15 22:13:41,9.99,credit_card,False,False,False
O800841,C100298,2025-10-27 16:36:41,19.99,paypal,False,False,False
O800842,C100298,2025-11-01 17:34:50,29.99,paypal,False,False,False
O800843,C100298,2025-11-24 19:06:57,39.99,credit_card,False,False,False
O800844,C100299,2025-11-20 09:38:19,29.99,credit_card,True,False,False
O800845,C100299,2025-11-23 19:28:53,24.99,credit_card,False,False,False
O800846,C100299,2025-10-17 11:12:58,179.99,credit_card,False,False,False
O800847,C100300,2025-11-10 16:50:01,12.99,credit_card,False,False,False
O800848,C100301,2025-11-13 18:20:08,9.99,credit_card,False,False,False
O800849,C100301,2025-11-29 14:33:34,249.99,credit_card,False,False,False
O800850,C100301,2025-10-27 12:42:50,19.99,paypal,False,False,False
O800851,C100301,2025-12-08 11:53:49,9.99,paypal,False,False,False
O800852,C100302,2025-11-15 09:56:37,24.99,paypal,False,False,False
O800853,C100302,2025-11-26 20:47:13,49.99,credit_card,False,False,False
O800854,C100303,2025-10-21 20:48:42,249.99,debit_card,False,False,False
O800855,C100303,2025-12-08 11:25:43,149.99,credit_card,True,False,False
O800856,C100304,2025-11-12 16:14:04,29.99,credit_card,False,False,False
O800857,C100304,2025-12-01 21:35:18,29.99,debit_card,False,False,False
O800858,C100305,2025-11-12 10:33:47,24.99,credit_card,False,False,False
O800859,C100305,2025-11-11 13:24:59,129.99,paypal,False,False,False
O800860,C100306,2025-12-06 09:39:25,49.99,credit_card,False,False,False
O800861,C100307,2025-12-04 10:06:13,29.99,credit_card,False,False,False
O800862,C100307,2025-11-30 16:47:57,24.99,paypal,False,False,False
O800863,C100307,2025-12-04 22:09:05,179.99,debit_card,False,False,False
O800864,C100307,2025-10-28 22:09:05,9.99,credit_card,False,False,False
O800865,C100308,2025-11-16 17:23:43,9.99,debit_card,False,False,False
O800866,C100308,2025-11-16 19:17:08,499.0,debit_card,False,False,False
O800867,C100308,2025-11-29 16:56:56,29.99,paypal,False,False,False
O800868,C100308,2025-12-12 08:00:21,149.99,credit_card,False,False,False
O800869,C100308,2025-11-06 13:51:13,89.99,debit_card,False,False,False
O800870,C100309,2025-12-04 22:45:02,49.99,paypal,False,False,False
O800871,C100309,2025-12-03 22:29:50,129.99,credit_card,False,False,False
O800872,C100309,2025-10-26 14:45:08,9.99,credit_card,True,False,False
O800873,C100309,2025-11-05 22:04:15,24.99,debit_card,False,False,False
O800874,C100309,2025-11-20 19:03:02,9.99,paypal,False,False,False
O800875,C100309,2025-11-12 15:15:55,39.99,credit_card,False,False,False
O800876,C100309,2025-10-22 19:03:49,89.99,credit_card,False,False,False
O800877,C100310,2025-11-23 19:24:26,99.99,credit_card,False,False,False
O800878,C100310,2025-12-15 19:10:37,24.99,paypal,False,False,False
O800879,C100311,2025-11-19 10:35:33,49.99,credit_card,False,False,False
O800880,C100311,2025-12-15 09:06:25,249.99,debit_card,False,False,False
O800881,C100312,2025-11-09 17:43:57,24.99,credit_card,False,False,False
O800882,C100313,2025-12-13 22:03:19,89.99,credit_card,False,False,False
O800883,C100314,2025-11-06 08:50:31,24.99,credit_card,False,False,False
O800884,C100314,2025-11-23 09:56:22,49.99,credit_card,False,False,False
O800885,C100314,2025-12-08 12:14:44,29.99,credit_card,False,False,False
O800886,C100314,2025-10-28 20:02:26,79.99,credit_card,False,False,False
O800887,C100314,2025-11-16 16:44:12,49.99,credit_card,False,False,False
O800888,C100314,2025-11-14 18:07:48,29.99,credit_card,False,False,False
O800889,C100315,2025-10-25 22:28:18,99.99,paypal,False,False,False
O800890,C100315,2025-11-16 17:47:52,99.99,paypal,False,False,False
O800891,C100316,2025-10-21 20:04:24,12.99,debit_card,False,False,False
O800892,C100316,2025-12-08 14:31:15,179.99,paypal,False,False,False
O800893,C100316,2025-11-06 15:36:38,249.99,paypal,False,False,False
O800894,C100316,2025-12-03 15:51:43,9.99,credit_card,False,False,False
O800895,C100317,2025-11-28 08:10:14,19.99,debit_card,False,False,False
O800896,C100317,2025-11-02 10:13:40,29.99,debit_card,False,False,False
O800897,C100318,2025-11-14 10:42:02,19.99,credit_card,False,False,False
O800898,C100318,2025-10-23 16:54:30,29.99,debit_card,False,False,False
O800899,C100319,2025-11-15 22:59:45,29.99,paypal,False,False,False
O800900,C100319,2025-12-08 13:16:10,89.99,debit_card,False,False,False
O800901,C100320,2025-10-19 14:53:56,29.99,credit_card,True,False,False
O800902,C100320,2025-12-10 17:44:07,499.0,credit_card,True,False,False
O800903,C100321,2025-11-20 18:21:56,12.99,credit_card,False,False,False
O800904,C100321,2025-12-04 18:25:44,79.99,debit_card,False,False,False
O800905,C100321,2025-11-08 16:03:20,12.99,credit_card,False,False,False
O800906,C100321,2025-12-06 12:16:12,12.99,credit_card,False,False,False
O800907,C100322,2025-11-18 09:06:53,12.99,credit_card,False,False,False
O800908,C100322,2025-11-21 21:28:03,9.99,debit_card,False,False,False
O800909,C100322,2025-10-23 18:59:46,99.99,credit_card,False,False,False
O800910,C100322,2025-12-12 09:39:18,19.99,paypal,False,False,False
O800911,C100322,2025-12-03 18:33:01,24.99,credit_card,False,False,False
O800912,C100322,2025-11-28 14:11:13,249.99,credit_card,False,False,False
O800913,C100323,2025-12-09 12:03:08,89.99,credit_card,False,False,False
O800914,C100323,2025-11-20 14:32:38,19.99,credit_card,False,False,False
O800915,C100324,2025-11-28 22:21:30,29.99,credit_card,False,False,False
O800916,C100324,2025-12-14 15:34:14,179.99,credit_card,False,False,False
O800917,C100325,2025-12-03 16:43:11,24.99,credit_card,False,False,False
O800918,C100325,2025-11-12 09:37:53,12.99,credit_card,False,False,False
O800919,C100325,2025-12-11 22:14:03,79.99,credit_card,False,False,False
O800920,C100325,2025-11-07 11:33:14,49.99,debit_card,False,False,False
O800921,C100326,2025-11-15 10:44:35,9.99,credit_card,False,False,False
O800922,C100326,2025-12-10 20:19:31,19.99,debit_card,False,False,False
O800923,C100327,2025-12-14 10:36:17,19.99,credit_card,False,False,False
O800924,C100327,2025-10-19 20:09:17,99.99,paypal,False,False,False
O800925,C100327,2025-10-16 12:53:18,29.99,credit_card,False,False,False
O800926,C100328,2025-11-20 19:31:31,12.99,debit_card,False,False,False
O800927,C100328,2025-12-03 19:07:01,9.99,credit_card,False,False,False
O800928,C100328,2025-11-17 20:45:47,9.99,paypal,False,False,False
O800929,C100329,2025-10-19 09:29:03,89.99,credit_card,False,False,False
O800930,C100329,2025-11-11 18:46:09,29.99,debit_card,False,False,False
O800931,C100329,2025-11-22 09:59:52,99.99,credit_card,False,False,False
O800932,C100330,2025-11-15 08:17:42,179.99,debit_card,False,False,False
O800933,C100330,2025-12-10 15:40:49,179.99,credit_card,False,False,False
O800934,C100331,2025-12-03 15:34:43,99.99,credit_card,False,False,False
O800935,C100331,2025-10-23 21:30:31,9.99,paypal,False,False,False
O800936,C100331,2025-11-25 19:42:29,24.99,debit_card,False,False,False
O800937,C100332,2025-11-06 11:48:23,12.99,paypal,False,False,False
O800938,C100332,2025-10-23 19:24:03,499.0,credit_card,False,False,False
O800939,C100332,2025-10-18 15:14:36,39.99,debit_card,False,False,False
O800940,C100333,2025-10-15 20:27:34,29.99,credit_card,False,False,False
O800941,C100333,2025-11-22 08:13:56,19.99,paypal,False,False,False
O800942,C100333,2025-12-13 16:58:22,149.99,debit_card,False,False,False
O800943,C100334,2025-11-19 11:13:41,49.99,credit_card,False,False,False
O800944,C100335,2025-12-02 19:19:08,12.99,credit_card,False,False,False
O800945,C100336,2025-11-05 18:03:17,19.99,debit_card,False,False,False
O800946,C100336,2025-11-30 14:41:26,1199.0,credit_card,False,False,False
O800947,C100336,2025-11-29 10:54:04,24.99,paypal,True,False,False
O800948,C100337,2025-11-09 16:11:03,89.99,credit_card,False,False,False
O800949,C100338,2025-12-13 18:22:07,24.99,credit_card,False,False,False
O800950,C100339,2025-11-03 21:23:18,24.99,paypal,False,False,False
O800951,C100339,2025-10-16 15:50:13,99.99,credit_card,False,False,False
O800952,C100339,2025-12-07 16:27:03,1499.0,debit_card,False,False,False
O800953,C100340,2025-11-16 21:57:34,24.99,credit_card,False,False,False
O800954,C100340,2025-11-26 20:24:16,79.99,credit_card,False,False,False
O800955,C100341,2025-11-22 18:04:33,49.99,credit_card,False,False,False
O800956,C100342,2025-11-12 09:55:54,179.99,paypal,False,False,False
O800957,C100342,2025-11-25 17:40:47,49.99,credit_card,False,False,False
O800958,C100343,2025-11-18 16:07:58,24.99,credit_card,False,False,False
O800959,C100343,2025-11-28 08:57:18,89.99,credit_card,False,False,False
O800960,C100344,2025-12-10 15:04:13,12.99,paypal,False,False,False
O800961,C100345,2025-11-20 10:38:04,39.99,credit_card,False,False,False
O800962,C100346,2025-12-04 08:48:01,19.99,credit_card,False,False,False
O800963,C100346,2025-10-24 09:07:18,12.99,debit_card,False,False,False
O800964,C100346,2025-10-22 17:26:16,24.99,paypal,False,False,False
O800965,C100347,2025-12-13 14:03:32,89.99,credit_card,False,False,False
O800966,C100347,2025-11-18 16:12:22,149.99,debit_card,False,False,False
O800967,C100347,2025-11-15 20:44:11,12.99,credit_card,False,False,False
O800968,C100348,2025-11-22 11:24:27,249.99,paypal,False,False,False
O800969,C100349,2025-10-30 14:22:02,49.99,credit_card,False,False,False
O800970,C100349,2025-10-24 08:20:24,19.99,credit_card,False,False,False
O800971,C100349,2025-11-21 21:13:37,149.99,debit_card,False,False,False
O800972,C100349,2025-10-26 09:46:54,24.99,credit_card,False,False,False
O800973,C100350,2025-10-25 17:29:17,24.99,credit_card,False,False,False
O800974,C100350,2025-12-06 17:35:51,24.99,debit_card,False,False,False
O800975,C100350,2025-12-05 15:28:33,29.99,paypal,False,False,False
O800976,C100351,2025-12-02 12:55:49,19.99,credit_card,False,False,False
O800977,C100351,2025-11-29 15:52:25,49.99,debit_card,False,False,False
O800978,C100351,2025-12-03 19:23:32,1499.0,credit_card,False,False,False
O800979,C100352,2025-10-21 12:03:17,12.99,debit_card,False,False,False
O800980,C100352,2025-10-20 21:39:03,39.99,credit_card,False,False,False
O800981,C100352,2025-11-07 15:28:00,49.99,credit_card,False,False,False
O800982,C100352,2025-11-08 14:37:40,19.99,paypal,False,False,False
O800983,C100353,2025-10-21 20:22:13,99.99,credit_card,False,False,False
O800984,C100353,2025-12-13 11:32:56,29.99,credit_card,False,False,False
O800985,C100354,2025-11-16 13:29:46,39.99,paypal,False,False,False
O800986,C100354,2025-11-22 18:35:23,29.99,paypal,False,False,False
O800987,C100355,2025-10-18 09:28:29,179.99,debit_card,False,False,False
O800988,C100356,2025-10-21 11:33:44,29.99,debit_card,False,False,False
O800989,C100357,2025-11-02 12:32:56,99.99,credit_card,False,False,False
O800990,C100357,2025-11-20 15:20:26,149.99,credit_card,False,False,False
O800991,C100357,2025-12-01 15:45:55,29.99,debit_card,False,False,False
O800992,C100357,2025-12-03 09:18:24,12.99,credit_card,False,False,False
O800993,C100358,2025-11-08 11:28:06,19.99,debit_card,False,False,False
O800994,C100358,2025-12-12 19:02:12,19.99,credit_card,False,False,False
O800995,C100358,2025-11-22 19:55:43,129.99,credit_card,False,False,False
O800996,C100358,2025-12-07 11:06:29,39.99,debit_card,False,False,False
O800997,C100359,2025-10-30 09:59:36,39.99,debit_card,False,False,False
O800998,C100359,2025-12-10 09:23:27,39.99,debit_card,True,False,False
O800999,C100359,2025-11-26 09:34:55,79.99,credit_card,False,False,False
O801000,C100359,2025-11-22 08:59:06,39.99,credit_card,False,False,False
O801001,C100360,2025-12-08 12:07:23,49.99,credit_card,False,False,False
O801002,C100360,2025-10-29 20:13:10,89.99,debit_card,False,False,False
O801003,C100361,2025-10-16 12:53:11,129.99,paypal,False,False,False
O801004,C100361,2025-11-22 17:02:18,49.99,credit_card,False,False,False
O801005,C100361,2025-11-16 19:15:11,29.99,credit_card,False,False,False
O801006,C100361,2025-10-15 18:23:53,9.99,debit_card,False,False,False
O801007,C100361,2025-11-20 17:57:13,24.99,credit_card,False,False,False
O801008,C100362,2025-12-06 14:32:24,89.99,credit_card,False,False,False
O801009,C100362,2025-12-04 13:18:38,29.99,credit_card,False,False,False
O801010,C100362,2025-10-19 08:19:24,29.99,credit_card,False,False,False
O801011,C100362,2025-10-21 10:31:53,149.99,credit_card,False,False,False
O801012,C100362,2025-11-13 20:30:59,24.99,credit_card,False,False,False
O801013,C100363,2025-10-30 15:49:14,79.99,debit_card,False,False,False
O801014,C100363,2025-12-04 18:37:42,12.99,credit_card,False,False,False
O801015,C100363,2025-11-09 18:39:45,12.99,credit_card,False,False,False
O801016,C100364,2025-11-18 21:43:28,29.99,credit_card,False,False,False
O801017,C100364,2025-11-25 13:07:22,79.99,paypal,False,False,False
O801018,C100364,2025-10-15 12:11:20,24.99,paypal,False,False,False
O801019,C100365,2025-11-09 08:38:12,49.99,paypal,False,False,False
O801020,C100365,2025-10-23 17:07:33,9.99,credit_card,False,False,False
O801021,C100366,2025-10-25 22:28:48,24.99,credit_card,False,False,False
O801022,C100366,2025-12-07 09:21:13,39.99,credit_card,False,False,False
O801023,C100367,2025-12-12 21:59:53,899.0,paypal,False,False,False
O801024,C100367,2025-11-19 09:25:44,29.99,credit_card,False,False,False
O801025,C100368,2025-10-17 14:42:09,89.99,paypal,False,False,False
O801026,C100369,2025-12-03 13:20:41,89.99,credit_card,True,False,False
O801027,C100369,2025-11-10 16:24:57,9.99,debit_card,False,False,False
O801028,C100369,2025-10-29 21:32:52,39.99,credit_card,False,False,False
O801029,C100369,2025-10-18 12:32:38,129.99,credit_card,False,False,False
O801030,C100370,2025-10-16 22:58:58,89.99,credit_card,False,False,False
O801031,C100370,2025-11-04 17:13:04,19.99,paypal,False,False,False
O801032,C100370,2025-11-19 15:48:26,149.99,debit_card,False,False,False
O801033,C100371,2025-12-09 17:30:52,29.99,credit_card,False,False,False
O801034,C100371,2025-10-16 12:41:27,19.99,paypal,False,False,False
O801035,C100371,2025-12-02 21:25:16,24.99,credit_card,False,False,False
O801036,C100372,2025-10-26 09:17:07,79.99,debit_card,False,False,False
O801037,C100372,2025-11-01 11:50:45,29.99,credit_card,False,False,False
O801038,C100372,2025-10-25 08:10:13,39.99,paypal,False,False,False
O801039,C100373,2025-12-08 20:05:26,9.99,debit_card,True,False,False
O801040,C100373,2025-10-22 21:09:08,49.99,paypal,False,False,False
O801041,C100373,2025-11-21 13:58:38,39.99,credit_card,True,False,False
O801042,C100373,2025-11-09 13:11:55,9.99,debit_card,False,False,False
O801043,C100374,2025-12-10 20:38:12,24.99,credit_card,False,False,False
O801044,C100374,2025-11-03 13:23:46,129.99,credit_card,False,False,False
O801045,C100374,2025-11-27 14:10:08,19.99,debit_card,False,False,False
O801046,C100374,2025-12-05 13:41:18,29.99,credit_card,False,False,False
O801047,C100374,2025-11-21 17:56:33,99.99,credit_card,False,False,False
O801048,C100374,2025-12-07 10:28:27,29.99,credit_card,False,False,False
O801049,C100375,2025-10-24 22:52:50,99.99,debit_card,False,False,False
O801050,C100376,2025-10-25 13:41:37,149.99,credit_card,False,False,False
O801051,C100376,2025-12-04 09:38:32,29.99,paypal,False,False,False
O801052,C100376,2025-11-27 13:30:40,699.0,debit_card,False,False,False
O801053,C100377,2025-10-24 08:32:53,79.99,debit_card,False,False,False
O801054,C100378,2025-11-22 11:54:22,12.99,credit_card,False,False,False
O801055,C100378,2025-12-12 15:16:36,39.99,debit_card,False,False,False
O801056,C100379,2025-11-03 18:21:08,19.99,paypal,False,False,False
O801057,C100379,2025-11-18 16:01:35,1499.0,credit_card,False,False,False
O801058,C100379,2025-11-18 09:33:10,149.99,credit_card,False,False,False
O801059,C100380,2025-12-08 22:56:35,19.99,debit_card,False,False,False
O801060,C100380,2025-10-23 10:20:44,19.99,credit_card,False,False,False
O801061,C100381,2025-11-05 12:44:09,39.99,paypal,False,False,False
O801062,C100381,2025-12-10 17:20:14,24.99,credit_card,True,False,False
O801063,C100382,2025-11-21 15:13:26,24.99,credit_card,False,False,False
O801064,C100382,2025-12-02 16:05:35,29.99,paypal,False,False,False
O801065,C100382,2025-11-06 08:33:47,29.99,debit_card,False,False,False
O801066,C100382,2025-11-18 13:18:07,12.99,debit_card,False,False,False
O801067,C100383,2025-11-07 12:37:01,79.99,credit_card,False,False,False
O801068,C100383,2025-12-06 22:09:44,12.99,credit_card,False,False,False
O801069,C100384,2025-12-01 21:58:43,24.99,debit_card,False,False,False
O801070,C100384,2025-11-09 22:04:55,79.99,credit_card,False,False,False
O801071,C100384,2025-11-12 21:05:17,89.99,credit_card,False,False,False
O801072,C100385,2025-10-23 22:15:07,19.99,paypal,False,False,False
O801073,C100385,2025-11-05 08:27:39,49.99,debit_card,False,False,False
O801074,C100386,2025-10-18 11:26:20,19.99,credit_card,False,False,False
O801075,C100387,2025-12-09 15:40:57,249.99,credit_card,False,False,False
O801076,C100388,2025-10-22 15:13:45,149.99,debit_card,False,False,False
O801077,C100388,2025-11-05 10:49:45,9.99,debit_card,False,False,False
O801078,C100388,2025-11-16 18:44:27,149.99,credit_card,False,False,False
O801079,C100389,2025-11-28 09:14:23,24.99,debit_card,False,False,False
O801080,C100389,2025-10-27 13:17:40,39.99,debit_card,False,False,False
O801081,C100390,2025-12-15 09:31:09,49.99,debit_card,False,False,False
O801082,C100390,2025-12-10 13:23:43,129.99,credit_card,False,False,False
O801083,C100391,2025-12-14 17:17:31,39.99,debit_card,False,False,False
O801084,C100391,2025-11-15 12:25:19,39.99,paypal,False,False,False
O801085,C100391,2025-10-21 21:10:07,29.99,credit_card,False,False,False
O801086,C100392,2025-11-26 20:01:18,19.99,credit_card,False,False,False
O801087,C100393,2025-11-30 08:46:59,19.99,credit_card,False,False,False
O801088,C100393,2025-11-28 22:51:30,9.99,debit_card,True,False,False
O801089,C100393,2025-10-21 20:38:18,29.99,paypal,False,False,False
O801090,C100394,2025-10-24 19:59:06,899.0,credit_card,False,False,False
O801091,C100394,2025-11-30 16:49:08,9.99,paypal,False,False,False
O801092,C100395,2025-11-12 20:38:21,49.99,debit_card,False,False,False
O801093,C100395,2025-11-21 19:03:18,399.0,credit_card,False,False,False
O801094,C100396,2025-12-07 10:33:51,24.99,credit_card,False,False,False
O801095,C100396,2025-11-02 20:05:07,12.99,credit_card,False,False,False
O801096,C100397,2025-10-15 14:50:21,12.99,credit_card,False,False,False
O801097,C100398,2025-11-14 19:14:27,29.99,credit_card,False,False,False
O801098,C100398,2025-11-18 12:00:35,24.99,paypal,False,False,False
O801099,C100399,2025-12-03 13:59:06,24.99,credit_card,False,False,False
O801100,C100399,2025-12-14 22:40:03,19.99,credit_card,False,False,False
O801101,C100399,2025-11-21 10:02:56,39.99,paypal,False,False,False
O801102,C100399,2025-10-20 20:02:30,19.99,credit_card,False,False,False
O801103,C100399,2025-11-02 11:06:53,149.99,credit_card,False,False,False
O801104,C100400,2025-12-07 09:44:14,9.99,debit_card,False,False,False
O801105,C100400,2025-10-26 20:57:25,12.99,credit_card,False,False,False
O801106,C100400,2025-11-23 12:06:59,24.99,paypal,False,False,False
O801107,C100401,2025-12-13 14:41:25,24.99,credit_card,False,False,False
O801108,C100401,2025-11-07 22:27:36,24.99,credit_card,False,False,False
O801109,C100401,2025-11-06 09:55:53,89.99,credit_card,False,False,False
O801110,C100402,2025-12-13 08:46:11,39.99,credit_card,False,False,False
O801111,C100403,2025-12-13 08:06:26,29.99,credit_card,False,False,False
O801112,C100403,2025-11-20 13:40:56,29.99,debit_card,False,False,False
O801113,C100404,2025-12-12 15:47:55,29.99,debit_card,False,False,False
O801114,C100404,2025-10-16 17:22:34,24.99,credit_card,False,False,False
O801115,C100405,2025-11-29 20:56:32,29.99,credit_card,False,False,False
O801116,C100405,2025-12-15 14:08:32,12.99,credit_card,False,False,False
O801117,C100405,2025-11-06 11:39:21,29.99,credit_card,False,False,False
O801118,C100406,2025-11-05 20:44:24,29.99,credit_card,False,False,False
O801119,C100407,2025-11-23 12:31:01,29.99,credit_card,False,False,False
O801120,C100407,2025-10-19 11:38:09,39.99,credit_card,False,False,False
O801121,C100407,2025-12-08 11:23:39,129.99,credit_card,False,False,False
O801122,C100408,2025-10-20 17:33:37,249.99,credit_card,False,False,False
